Report generated on: 07-31-2024 18:29:45
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
"INTL.6899-3-ISL-TBPD.A","            LPG (Mb/d)","0.029277926","0.029277926","0.029277926","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0316939890710383","0.0635616438356164","0.0317808219178082","0","0.0316939890710383","0.0317808219178082","0","0.0953424657534246","0.3","0","0.0317808219178082","0.0317808219178082","0.0633879781420765","0.0635616438356164","NA"
"INTL.8499-3-ISL-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-4-ISL-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.6899-4-ISL-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.8499-4-ISL-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"","India","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-1-IND-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","62","51","56","86","68","105","121","128","132","157","162","165","113","135","191","221","230","243","248","245","264","276","287","280","302","305","309","NA","NA"
"INTL.6798-1-IND-TBPD.A","            Liquefied petroleum gases and ethane (refinery) (Mb/d)","NA","NA","NA","NA","NA","NA","47","34","34","63","40","68","81","87","89","105","109","111","55","75","129","155","159","173","180","179","201","214","222","212","237","239","245","NA","NA"
"INTL.6799-1-IND-TBPD.A","            Liquefied petroleum gases (nonrefinery) (Mb/d)","0","2.2","5.1","6.7","8.3","11","15","17","22","23","28","37","40","42","43","52","54","54","58","60","62","66","71","70","67","66","63","62","65","68","65","67","64","64","NA"
"INTL.8399-1-IND-TBPD.A","            Ethane (non refinery) (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-IND-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","48","55","45","72","78","82","89","98","106","124","157","145","161","191","212","235","255","299","327","336","351","377","363","374","432","469","506","NA","NA"
"INTL.6899-2-IND-TBPD.A","            LPG (Mb/d)","12.19000878","15","18","22","29","37","48","55","45","72","78","82","89","98","106","124","157","145","161","191","212","235","255","299","327","336","351","377","363","374","432","469","506","NA","NA"
"INTL.8499-2-IND-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-3-IND-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","7.9","9.1","19","12","8.2","11","18","22","33","36","44","45","20","21","34","55","65","76","73","101","75","88","131","157","200","NA","NA"
"INTL.6899-3-IND-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","1.1","0","0","7.9","9.1","19","12","8.2","11","18","22","33","36","44","45","20","21","34","55","65","76","73","101","75","88","131","157","200","NA","NA"
"INTL.8499-3-IND-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-4-IND-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0.03178","0","0.06356","0","0","1.2","0.5","0.7","0.7","0.7","0.9","0","0","0","0","4.6","1.7","2.7","3.1","3.5","4.2","4.9","4","6.4","NA","NA"
"INTL.6899-4-IND-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0.03178","0","0.06356","0","0","1.2","0.5","0.7","0.7","0.7","0.9","0","0","0","0","4.6","1.7","2.7","3.1","3.5","4.2","4.9","4","6.4","NA","NA"
"INTL.8499-4-IND-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Indonesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-1-IDN-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","26","25","39","79","84","90","91","104","93","151","169","81","128","69","67","67","77","60","62","62","31","44","52","69","77","70","76","NA","NA"
"INTL.6798-1-IDN-TBPD.A","            Liquefied petroleum gases and ethane (refinery) (Mb/d)","NA","NA","NA","NA","NA","NA","8.4","9.9","9.9","10","11","18","20","29","19","81","92","18","76","19","27","25","38","26","28","32","13","27","25","26","22","22","21","NA","NA"
"INTL.6799-1-IDN-TBPD.A","            Liquefied petroleum gases (nonrefinery) (Mb/d)","0","0","0","0","0","0","17","15","29","68","73","72","71","75","74","71","77","63","52","50","40","43","39","35","34","30","17","16","27","43","55","48","55","44","NA"
"INTL.8399-1-IDN-TBPD.A","            Ethane (non refinery) (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-IDN-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","6.7","8.2","8.8","9.7","12","13","15","17","19","15","24","19","26","20","31","31","26","30","37","39","39","41","58","88","120","138","160","NA","NA"
"INTL.6899-2-IDN-TBPD.A","            LPG (Mb/d)","1.77583573","2.1","2.2","2.6","3.3","3.2","6.7","8.2","8.8","9.7","12","13","15","17","19","15","24","19","26","20","31","31","26","30","37","39","39","41","58","88","120","138","160","NA","NA"
"INTL.8499-2-IDN-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-3-IDN-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0.4","0","0","0","0","0","0","0","0","5","5","4.7","16","8.7","2.2","4.4","13","29","52","63","82","NA","NA"
"INTL.6899-3-IDN-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0.4","0","0","0","0","0","0","0","0","5","5","4.7","16","8.7","2.2","4.4","13","29","52","63","82","NA","NA"
"INTL.8499-3-IDN-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-4-IDN-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","17","17","30","79","83","77","77","56","41","79","86","68","56","55","41","47","40","35","29","32","11","8.5","8.5","0","0","0","0","NA","NA"
"INTL.6899-4-IDN-TBPD.A","            LPG (Mb/d)","15.65136474","15","13","11","22","19","17","17","30","79","83","77","77","56","41","79","86","68","56","55","41","47","40","35","29","32","11","8.5","8.5","0","0","0","0","NA","NA"
"INTL.8499-4-IDN-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Iran","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-1-IRN-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","17","18","19","24","27","37","52","49","63","65","63","44","66","100","105","103","109","118","121","119","181","235","297","328","352","358","306","NA","NA"
"INTL.6798-1-IRN-TBPD.A","            Liquefied petroleum gases and ethane (refinery) (Mb/d)","NA","NA","NA","NA","NA","NA","17","18","19","24","27","37","52","49","63","65","63","44","66","54","55","52","56","54","54","54","52","50","51","54","57","60","59","NA","NA"
"INTL.6799-1-IRN-TBPD.A","            Liquefied petroleum gases (nonrefinery) (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46","50","51","53","64","67","64","76","92","117","126","141","144","117","122","NA"
"INTL.8399-1-IRN-TBPD.A","            Ethane (non refinery) (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6","53","92","129","147","155","154","131","131","NA"
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-IRN-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","29","28","26","36","44","52","45","44","51","57","68","61","64","62","67","54","64","86","70","85","138","170","198","225","230","222","198","NA","NA"
"INTL.6899-2-IRN-TBPD.A","            LPG (Mb/d)","16.28345233","16","18","24","27","32","29","28","26","36","44","52","45","44","51","57","68","61","64","62","67","54","64","85","70","84","85","77","68","77","75","68","66","NA","NA"
"INTL.8499-2-IRN-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4","0.5","1","53","93","129","148","155","154","131","NA","NA"
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-3-IRN-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","17","10","0.03","0","0","0","0","0","0","0","18","0","0","0","0","6.8","10","11","12","7.2","8.6","9","9.5","7.7","6","5","NA","NA"
"INTL.6899-3-IRN-TBPD.A","            LPG (Mb/d)","NA","13","19","77","55","76","0","17","10","0.03","0","0","0","0","0","0","0","18","0","0","0","0","6.8","10","11","12","7.2","8.6","9","9.5","7.7","6","5","NA","NA"
"INTL.8499-3-IRN-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-4-IRN-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","7.9","8","10","23","19","3.2","12","5.1","15","13","12","17","26","33","35","42","35","48","46","39","54","72","67","100","115","117","85","NA","NA"
"INTL.6899-4-IRN-TBPD.A","            LPG (Mb/d)","0.240790423","9.9","19","74","50","67","7.9","8","10","23","19","3.2","12","5.1","15","13","12","17","26","33","35","42","35","48","46","39","54","72","67","100","115","117","85","NA","NA"
"INTL.8499-4-IRN-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Iraq","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-1-IRQ-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","37","43","36","43","31","12","26","53","53","34","65","79","47","51","52","54","57","52","33","65","62","32","34","36","42","43","48","NA","NA"
"INTL.6798-1-IRQ-TBPD.A","            Liquefied petroleum gases and ethane (refinery) (Mb/d)","NA","NA","NA","NA","NA","NA","21","21","7.5","11","11","5.8","13","20","20","20","20","33","33","32","33","35","38","33","4.2","37","33","3.8","5.1","5.5","9.2","9.8","11","NA","NA"
"INTL.6799-1-IRQ-TBPD.A","            Liquefied petroleum gases (nonrefinery) (Mb/d)","6.170254578","0.9","0.4","4.5","11","18","16","23","29","32","20","6","13","33","33","14","46","46","14","19","19","19","19","19","29","28","28","28","29","30","33","33","37","31","NA"
"INTL.8399-1-IRQ-TBPD.A","            Ethane (non refinery) (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-IRQ-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","16","16","22","29","30","9.9","12","17","6.1","20","17","37","31","29","22","41","25","25","21","29","50","48","49","19","48","52","55","NA","NA"
"INTL.6899-2-IRQ-TBPD.A","            LPG (Mb/d)","12.28029882","10","12","14","16","19","16","16","22","29","30","9.9","12","17","6.1","20","17","37","31","29","22","41","25","25","21","29","50","48","49","19","48","52","55","NA","NA"
"INTL.8499-2-IRQ-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-3-IRQ-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","21","21","18","14","13","14","6.7","5.6","12","NA","NA"
"INTL.6899-3-IRQ-TBPD.A","            LPG (Mb/d)","1.053458099","6.8","8.7","3.5","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","21","21","18","14","13","14","6.7","5.6","12","NA","NA"
"INTL.8499-3-IRQ-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-4-IRQ-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","4.2","4.8","5.5","24","11","0","1.6","2.2","14","0","2.5","2.9","3","3","11","42","13","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.6899-4-IRQ-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","3.6","8.7","4.2","4.8","5.5","24","11","0","1.6","2.2","14","0","2.5","2.9","3","3","11","42","13","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.8499-4-IRQ-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Ireland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-1-IRL-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","0.931693989","0.2","0.4","0.7","0.5","0.5","0.8","0.7","1","1","0.9","0.9","1.1","0.9","1","1.1","1.2","1.4","1.4","1.2","1.5","1.9","1.9","1.8","1.7","1.8","1.6","1.1","1","1.1","1.8","2.1","2.3","2","NA"
"INTL.6798-1-IRL-TBPD.A","            Liquefied petroleum gases and ethane (refinery) (Mb/d)","0.931693989","0.2","0.4","0.7","0.5","0.5","0.8","0.7","1","1","0.9","0.9","1.1","0.9","1","1.1","1.2","1.4","1.4","1.2","1.5","1.9","1.9","1.8","1.7","1.8","1.6","1.1","1","1.1","1.8","2.1","2.3","2","NA"
"INTL.6799-1-IRL-TBPD.A","            Liquefied petroleum gases (nonrefinery) (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.8399-1-IRL-TBPD.A","            Ethane (non refinery) (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-IRL-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","4.62490059","4.5","4.8","4.3","4.2","4.3","4.1","4.4","4.2","4.5","4.3","4.3","4.2","4.3","4.4","4.3","4.1","4","4.2","4.3","4.5","4.6","4.4","4.3","4.5","4.8","5.5","4.5","4.7","3.3","4.2","3.3","2.6","4.6","NA"
"INTL.6899-2-IRL-TBPD.A","            LPG (Mb/d)","4.62490059","4.5","4.8","4.3","4.2","4.3","4.1","4.4","4.2","4.5","4.3","4.3","4.2","4.3","4.4","4.3","4.1","4","4.2","4.3","4.5","4.6","4.4","4.3","4.5","4.8","5.5","4.5","4.7","3.3","4.2","3.3","2.6","4.6","NA"
"INTL.8499-2-IRL-TBPD.A","            Ethane (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-3-IRL-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","4.8","4.2","3.8","4.2","3.5","3.7","3.2","3.5","3.3","3.2","2.5","3","3.2","3.4","3.5","3.3","3.3","3.3","3.5","3.8","3.8","3.7","4.1","2.6","2","2.6","2.5","2.9","NA"
"INTL.6899-3-IRL-TBPD.A","            LPG (Mb/d)","4.098025183","4.6","4.7","4.3","4","3.9","4.8","4.2","3.8","4.2","3.5","3.7","3.2","3.5","3.3","3.2","2.5","3","3.2","3.4","3.5","3.3","3.3","3.3","3.5","3.8","3.8","3.7","4.1","2.6","2","2.6","2.5","2.9","NA"
"INTL.8499-3-IRL-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-4-IRL-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0.0317808219178082","0","0","0","0","0","0","0","0.2","0","0.2","0.0953424657534246","0.1","0.0633879781420765","0.5","0.7","0.6","0.6","0.5","0.4","0.3","0.3","0.2","0.7","0.9","1.1","0.8","NA"
"INTL.6899-4-IRL-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","0.2","NA","0","0.0317808219178082","0","0","0","0","0","0","0","0.2","0","0.2","0.0953424657534246","0.1","0.0633879781420765","0.5","0.7","0.6","0.6","0.5","0.4","0.3","0.3","0.2","0.7","0.9","1.1","0.8","NA"
"INTL.8499-4-IRL-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"","Israel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-1-ISR-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","5.609980183","5.8","6","7","6.9","6.2","6.3","7.2","6.9","6.8","7.3","6.9","9.2","12","14","15","14","16","16","15","15","17","15","15","17","16","15","16","17","17","18","22","21","22","NA"
"INTL.6798-1-ISR-TBPD.A","            Liquefied petroleum gases and ethane (refinery) (Mb/d)","5.609980183","5.8","6","7","6.9","6.2","6.3","7.2","6.9","6.8","7.3","6.9","9.2","12","14","15","14","16","16","15","15","17","15","15","17","16","15","16","17","17","18","22","21","22","NA"
"INTL.6799-1-ISR-TBPD.A","            Liquefied petroleum gases (nonrefinery) (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.8399-1-ISR-TBPD.A","            Ethane (non refinery) (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-ISR-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","3.551646006","3.6","3.7","4.2","4.1","3.8","6.4","7.1","7.2","6.7","7.3","6.9","6.9","7.6","8.4","9.4","10","13","14","13","15","14","12","17","17","17","15","19","17","22","23","25","30","30","NA"
"INTL.6899-2-ISR-TBPD.A","            LPG (Mb/d)","3.551646006","3.6","3.7","4.2","4.1","3.8","6.4","7.1","7.2","6.7","7.3","6.9","6.9","7.6","8.4","9.4","10","13","14","13","15","14","12","17","17","17","15","19","17","22","23","25","30","30","NA"
"INTL.8499-2-ISR-TBPD.A","            Ethane (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-3-ISR-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0.8","0.8","1.4","2.3","1.2","2.5","3.4","2.3","4.7","5","7.1","7","7.4","6.9","6.9","6.8","6.9","NA"
"INTL.6899-3-ISR-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0.8","0.8","1.4","2.3","1.2","2.5","3.4","2.3","4.7","5","7.1","7","7.4","6.9","6.9","6.8","6.9","NA"
"INTL.8499-3-ISR-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-4-ISR-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","1","1.2","1.2","1.2","1.3","1.2","1.7","1.5","1.7","2","2.3","2.7","3.1","3.4","3.5","3","2","2.9","3.6","3.7","3.8","4.6","3.9","3.9","3.8","3.8","3.8","3.8","NA"
"INTL.6899-4-ISR-TBPD.A","            LPG (Mb/d)","0.421370513","0.5","0.6","0.7","0.8","0.8","1","1.2","1.2","1.2","1.3","1.2","1.7","1.5","1.7","2","2.3","2.7","3.1","3.4","3.5","3","2","2.9","3.6","3.7","3.8","4.6","3.9","3.9","3.8","3.8","3.8","3.8","NA"
"INTL.8499-4-ISR-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"","Italy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-1-ITA-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","59.45385685","56","59","59","58","55","58","58","62","68","77","73","82","70","73","69","68","72","73","71","77","77","77","75","79","78","73","73","72","67","69","68","65","59","NA"
"INTL.6798-1-ITA-TBPD.A","            Liquefied petroleum gases and ethane (refinery) (Mb/d)","59.45385685","56","59","59","58","55","58","58","62","68","77","73","82","70","73","69","68","72","73","71","77","77","77","75","79","78","73","73","72","67","69","68","65","59","NA"
"INTL.6799-1-ITA-TBPD.A","            Liquefied petroleum gases (nonrefinery) (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.8399-1-ITA-TBPD.A","            Ethane (non refinery) (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-ITA-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","71.12988535","74","73","79","79","83","89","99","104","106","96","98","98","109","105","110","112","107","108","130","128","125","118","117","111","110","103","97","100","105","108","104","104","106","NA"
"INTL.6899-2-ITA-TBPD.A","            LPG (Mb/d)","71.12988535","74","73","79","79","83","89","99","104","106","96","98","98","109","105","110","112","107","108","130","128","125","118","117","111","110","103","97","100","105","108","104","104","106","NA"
"INTL.8499-2-ITA-TBPD.A","            Ethane (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-3-ITA-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","29","37","41","48","45","50","37","44","47","58","57","55","55","63","60","58","44","42","49","53","51","47","51","58","64","63","63","73","NA"
"INTL.6899-3-ITA-TBPD.A","            LPG (Mb/d)","18.3240048","20","19","25","27","36","29","37","41","48","45","50","37","44","47","58","57","55","55","63","60","58","44","42","49","53","51","47","51","58","64","63","63","73","NA"
"INTL.8499-3-ITA-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-4-ITA-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","7.2","7.6","6.9","9.3","5.1","6.6","7.5","7.4","9.6","6.6","5.6","7.1","7.2","10","12","13","14","14","18","18","16","17","13","11","15","12","12","13","NA"
"INTL.6899-4-ITA-TBPD.A","            LPG (Mb/d)","6.732459489","4.9","6.5","6.8","6.2","6.4","7.2","7.6","6.9","9.3","5.1","6.6","7.5","7.4","9.6","6.6","5.6","7.1","7.2","10","12","13","14","14","18","18","16","17","13","11","15","12","12","13","NA"
"INTL.8499-4-ITA-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
