Report generated on: 07-31-2024 18:29:45
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
"","Jamaica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-1-JAM-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","1.1","1.3","0.2","0.3","0.5","0.3","0.5","1.6","0.3","0.2","0.3","0.3","0.4","0.0792833369863014","0.3","0.3","0.5","0.2","0.2","0.2","0.3","0.3","0.4","0.3","0.3","0.4","0.3","NA","NA"
"INTL.6798-1-JAM-TBPD.A","            Liquefied petroleum gases and ethane (refinery) (Mb/d)","NA","NA","NA","NA","NA","NA","1.1","1.3","0.2","0.3","0.5","0.3","0.5","1.6","0.3","0.2","0.3","0.3","0.4","0.0792833369863014","0.3","0.3","0.5","0.2","0.2","0.2","0.3","0.3","0.4","0.3","0.3","0.4","0.3","NA","NA"
"INTL.6799-1-JAM-TBPD.A","            Liquefied petroleum gases (nonrefinery) (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.8399-1-JAM-TBPD.A","            Ethane (non refinery) (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-JAM-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","1.7","1.6","1.2","1.3","1.4","1.4","1.5","1.6","2.6","1.3","3.1","2.9","2.4","2.5","2.1","2.1","2.3","2.4","2.4","2.4","2.6","3.2","2.7","2.4","2.6","2.7","2.8","NA","NA"
"INTL.6899-2-JAM-TBPD.A","            LPG (Mb/d)","0.902957721","1","1","1","1","1","1.7","1.6","1.2","1.3","1.4","1.4","1.5","1.6","2.6","1.3","3.1","2.9","2.4","2.5","2.1","2.1","2.3","2.4","2.4","2.4","2.6","3.2","2.7","2.4","2.6","2.7","2.8","NA","NA"
"INTL.8499-2-JAM-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-3-JAM-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","1","1.6","2","1","0.9","1.3","1","0","2.3","1.1","2.8","2.6","2.2","2.4","1.7","1.8","1.8","2.2","2.1","2.4","2.3","3","2.3","2.3","2.3","2.3","2.4","NA","NA"
"INTL.6899-3-JAM-TBPD.A","            LPG (Mb/d)","0.421370513","0.6","0.4","0.5","0.7","0.7","1","1.6","2","1","0.9","1.3","1","0","2.3","1.1","2.8","2.6","2.2","2.4","1.7","1.8","1.8","2.2","2.1","2.4","2.3","3","2.3","2.3","2.3","2.3","2.4","NA","NA"
"INTL.8499-3-JAM-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-4-JAM-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0.003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.6899-4-JAM-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0.003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.8499-4-JAM-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Japan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-1-JPN-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","169.648392074","170","164","173","167","141","125","125","130","138","141","145","150","146","146","156","155","162","152","155","156","164","147","145","139","154","153","151","147","146","143","134","132","144","NA"
"INTL.6798-1-JPN-TBPD.A","            Liquefied petroleum gases and ethane (refinery) (Mb/d)","169.1627323","170","164","172","166","140","124","125","130","138","141","145","150","146","146","156","155","162","152","155","156","164","147","145","139","154","153","151","147","146","143","134","132","144","NA"
"INTL.6799-1-JPN-TBPD.A","            Liquefied petroleum gases (nonrefinery) (Mb/d)","0.485659774","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.8399-1-JPN-TBPD.A","            Ethane (non refinery) (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-JPN-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","453.2360198","469","502","497","551","543","615","628","591","644","628","611","637","660","632","657","668","664","652","673","640","634","621","605","577","561","574","553","533","508","501","500","536","512","NA"
"INTL.6899-2-JPN-TBPD.A","            LPG (Mb/d)","453.2360198","469","502","497","551","543","615","628","591","644","628","611","637","660","632","657","668","664","652","673","640","634","621","605","577","561","574","553","533","508","501","500","536","512","NA"
"INTL.8499-2-JPN-TBPD.A","            Ethane (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-3-JPN-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","380","401","402","445","468","463","484","484","483","469","480","488","443","455","460","450","437","447","441","426","450","427","439","376","386","395","429","376","NA"
"INTL.6899-3-JPN-TBPD.A","            LPG (Mb/d)","295.1862072","306","360","330","344","350","380","401","402","445","468","463","484","484","483","469","480","488","443","455","460","450","437","447","441","426","450","427","439","376","386","395","429","376","NA"
"INTL.8499-3-JPN-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-4-JPN-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0.3","1.4","0","0.1","0.0635616438356164","0.3","0.2","0.3","0.5","0.3","0.0633879781420765","0.0635616438356164","1.8","3.7","1","0.9","3.1","0.2","0.0316939890710383","0.1","2.2","3.5","4.5","5.7","6.2","3.4","6.3","7.4","NA"
"INTL.6899-4-JPN-TBPD.A","            LPG (Mb/d)","0.182126392","0.2","0.1","0.4","1.3","1.1","0.3","1.4","0","0.1","0.0635616438356164","0.3","0.2","0.3","0.5","0.3","0.0633879781420765","0.0635616438356164","1.8","3.7","1","0.9","3.1","0.2","0.0316939890710383","0.1","2.2","3.5","4.5","5.7","6.2","3.4","6.3","7.4","NA"
"INTL.8499-4-JPN-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"","Jordan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-1-JOR-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","2.8","3","3","3.2","3.3","3.1","4","4.1","4.2","4.5","4.3","4.4","4.3","4.2","4.7","4.5","4.4","4.2","3.7","3.9","4.1","3.4","4.2","3.5","2.8","2.8","3.3","NA","NA"
"INTL.6798-1-JOR-TBPD.A","            Liquefied petroleum gases and ethane (refinery) (Mb/d)","NA","NA","NA","NA","NA","NA","2.8","3","3","3.2","3.3","3.1","4","4.1","4.2","4.5","4.3","4.4","4.3","4.2","4.7","4.5","4.4","4.2","3.7","3.9","4.1","3.4","4.2","3.5","2.8","2.8","3.3","NA","NA"
"INTL.6799-1-JOR-TBPD.A","            Liquefied petroleum gases (nonrefinery) (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.8399-1-JOR-TBPD.A","            Ethane (non refinery) (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-JOR-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","3.1","3.5","3.6","3.7","3.9","4.1","5","4.8","6.1","7","7","7.1","8","8.2","9.1","8.8","9.4","9.5","9.3","9.5","10","11","11","11","9.9","12","12","NA","NA"
"INTL.6899-2-JOR-TBPD.A","            LPG (Mb/d)","1.565150473","1.7","2","2.3","2.5","2.3","3.1","3.5","3.6","3.7","3.9","4.1","5","4.8","6.1","7","7","7.1","8","8.2","9.1","8.8","9.4","9.5","9.3","9.5","10","11","11","11","9.9","12","12","NA","NA"
"INTL.8499-2-JOR-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-3-JOR-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0.2","0.5","0.6","0.6","0.6","1","1","1.3","1.7","2.5","2.7","2.8","3.3","4.4","4.2","4.4","4.9","5.4","5.7","5.7","5.8","7.4","6.9","7.4","7","9.2","9.2","NA","NA"
"INTL.6899-3-JOR-TBPD.A","            LPG (Mb/d)","0.391297163","NA","NA","0.060184879","0.2","0.3","0.2","0.5","0.6","0.6","0.6","1","1","1.3","1.7","2.5","2.7","2.8","3.3","4.4","4.2","4.4","4.9","5.4","5.7","5.7","5.8","7.4","6.9","7.4","7","9.2","9.2","NA","NA"
"INTL.8499-3-JOR-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-4-JOR-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.6899-4-JOR-TBPD.A","            LPG (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"INTL.8499-4-JOR-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Kazakhstan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-1-KAZ-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","13","13","17","19","21","2.2","2.2","1.2","1.3","22","51","50","63","58","66","65","69","86","65","62","65","NA","NA"
"INTL.6798-1-KAZ-TBPD.A","            Liquefied petroleum gases and ethane (refinery) (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","13","13","17","19","21","2.2","2.2","1.2","1.3","7.9","34","31","42","36","44","40","43","55","27","26","27","NA","NA"
"INTL.6799-1-KAZ-TBPD.A","            Liquefied petroleum gases (nonrefinery) (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","14","17","19","22","22","22","25","26","30","37","36","38","39","NA"
"INTL.8399-1-KAZ-TBPD.A","            Ethane (non refinery) (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-KAZ-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","13","20","20","21","20","7.1","3.8","1.2","2.6","17","21","25","14","17","19","11","9.7","11","10","14","11","NA","NA"
"INTL.6899-2-KAZ-TBPD.A","            LPG (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","13","20","20","21","20","7.1","3.8","1.2","2.6","17","21","25","14","17","19","11","9.7","11","10","14","11","NA","NA"
"INTL.8499-2-KAZ-TBPD.A","            Ethane (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-3-KAZ-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","0","6.6","2.5","1.7","2.8","2.7","3.3","0","2","0.3","0.4","0.2","0.2","0.2","0.1","2","0.8","0.3","0.1","0.0953424657534247","0.2","NA","NA"
"INTL.6899-3-KAZ-TBPD.A","            LPG (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","0","6.6","2.5","1.7","2.8","2.7","3.3","0","2","0.3","0.4","0.2","0.2","0.2","0.1","2","0.8","0.3","0.1","0.0953424657534247","0.2","NA","NA"
"INTL.8499-3-KAZ-TBPD.A","            Ethane (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-4-KAZ-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0.03178","0.03178","1","1","1.6","0.4","0.7","12","13","11","28","33","25","31","33","45","56","53","53","NA","NA"
"INTL.6899-4-KAZ-TBPD.A","            LPG (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0.03178","0.03178","1","1","1.6","0.4","0.7","12","13","11","28","33","25","31","33","45","56","53","53","NA","NA"
"INTL.8499-4-KAZ-TBPD.A","            Ethane (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","Kenya","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-1-KEN-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0.9","0.9","0.9","0.9","1","0.9","1","0.9","1","1.1","0.9","0.8","1","1","1.1","0.9","0.8","1.4","0.9","0.9","1","1","1","1","1","0.9","0.6","NA","NA"
"INTL.6798-1-KEN-TBPD.A","            Liquefied petroleum gases and ethane (refinery) (Mb/d)","NA","NA","NA","NA","NA","NA","0.9","0.9","0.9","0.9","1","0.9","1","0.9","1","1.1","0.9","0.8","1","1","1.1","0.9","0.8","1.4","0.9","0.9","1","1","1","1","1","0.9","0.6","NA","NA"
"INTL.6799-1-KEN-TBPD.A","            Liquefied petroleum gases (nonrefinery) (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"INTL.8399-1-KEN-TBPD.A","            Ethane (non refinery) (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA"
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-2-KEN-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0.8","0.9","0.8","0.9","0.9","0.9","1","0.9","1","1","1","1.2","1","0.8","1","0.8","0.7","1.3","1.4","1.6","1.8","2.4","1.9","1.8","2","2.9","3","NA","NA"
"INTL.6899-2-KEN-TBPD.A","            LPG (Mb/d)","0.632087586","0.6","0.6","0.6","0.7","0.7","0.8","0.9","0.8","0.9","0.9","0.9","1","0.9","1","1","1","1.2","1","0.8","1","0.8","0.7","1.3","1.4","1.6","1.8","2.4","1.9","1.8","2","2.9","3","NA","NA"
"INTL.8499-2-KEN-TBPD.A","            Ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA"
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.13-3-KEN-TBPD.A","        Liquefied petroleum gases and ethane (Mb/d)","NA","NA","NA","NA","NA","NA","0","0","0.00535","0.00063","0","0.00038","0","0.05593","0","0","0.2","0.3","0.06356","0","0","0","0","0","0.3","0.8","0.9","1.5","1","1","1","2","2.4","NA","NA"
